"";"requested";"funded";"interestrate";"loanlength";"loanpurpose";"debt_income";"state";"homeownership";"monthlyincome";"FICOrange";"opencreditlines";"revolvingcredit";"inquiries";"emplength";"bal_income";"bal_yearincome";"fundedPerc";"FICOavg"
"32181";10000;10000;0,1171;"36 months";"moving";0,0218;"CA";"RENT";5500;"720-724";3;5623;0;4;1,02236363636364;0,0851969696969697;1;722
"62270";10000;10000;0,1311;"36 months";"credit_card";0,1938;"UT";"MORTGAGE";4958,33;"710-714";9;24598;1;2;4,96094451155934;0,413412042629945;1;712
"29653";17000;16975;0,1199;"60 months";"debt_consolidation";0,1269;"NC";"MORTGAGE";4666,67;"745-749";17;11677;2;11;2,50221249841964;0,208517708201637;0,998529411764706;747
"57430";18000;17975;0,1922;"60 months";"debt_consolidation";0,1604;"AZ";"MORTGAGE";4666,67;"675-679";14;14878;3;11;3,18814057989959;0,265678381658299;0,998611111111111;677
"840";15600;6575;0,1197;"36 months";"debt_consolidation";0,0665;"CA";"MORTGAGE";15000;"680-684";14;20237;3;2;1,34913333333333;0,112427777777778;0,421474358974359;682
"1439";16750;9445,58;0,1241;"36 months";"credit_card";0,2475;"FL";"RENT";3750;"720-724";6;28116;1;11;7,4976;0,6248;0,563915223880597;722
"74632";7200;7200;0,1212;"36 months";"debt_consolidation";0,1861;"CA";"OWN";3208,33;"680-684";8;9849;0;1;3,06982137124298;0,255818447603582;1;682
"30753";1500;1500;0,1299;"36 months";"other";0,206;"MO";"MORTGAGE";5000;"690-694";15;38176;1;4;7,6352;0,636266666666667;1;692
"79198";13600;13600;0,1212;"36 months";"credit_card";0,2094;"WA";"MORTGAGE";5416,67;"685-689";15;17117;0;11;3,16005959380948;0,263338299484123;1;687
"48489";30000;30000;0,2433;"60 months";"debt_consolidation";0,1124;"CA";"RENT";11250;"670-674";12;41592;0;6;3,69706666666667;0,308088888888889;1;672
"98141";10000;10000;0,1777;"36 months";"debt_consolidation";0,2632;"CO";"RENT";2500;"680-684";6;17543;1;7;7,0172;0,584766666666667;1;682
"103353";10000;9850;0,1025;"36 months";"debt_consolidation";0,1398;"NJ";"MORTGAGE";5916,67;"730-734";8;6639;4;1;1,12208387488232;0,093506989573527;0,985;732
"37906";10000;10000;0,1171;"36 months";"debt_consolidation";0,0598;"KS";"MORTGAGE";3746,58;"695-699";5;9005;0;2;2,40352534845112;0,200293779037593;1;697
"3178";7000;6975;0,1316;"36 months";"car";0,2232;"CA";"MORTGAGE";3041,67;"700-704";13;15394;1;0;5,06103554955008;0,421752962462507;0,996428571428571;702
"33208";4700;4700;0,079;"36 months";"renewable_energy";0,1065;"OR";"RENT";3416,67;"760-764";3;2297;0;11;0,672292027032169;0,0560243355860141;1;762
"32809";21200;21200;0,0991;"36 months";"debt_consolidation";0,2523;"TX";"MORTGAGE";7916,67;"720-724";18;7252;0;1;0,916041719561381;0,0763368099634484;1;722
"80071";15000;14875;0,1905;"36 months";"debt_consolidation";0,1449;"CA";"RENT";5000;"665-669";12;10679;1;0;2,1358;0,177983333333333;0,991666666666667;667
"22637";2800;2800;0,1417;"36 months";"debt_consolidation";0;"MD";"MORTGAGE";3458;"680-684";3;0;2;11;0;0;1;682
"103450";15000;14875;0,1311;"36 months";"wedding";0,1375;"MI";"MORTGAGE";4166,67;"700-704";11;8014;4;2;1,92335846131323;0,160279871776103;0,991666666666667;702
"91807";24925;24925;0,1114;"60 months";"debt_consolidation";0,248;"IN";"MORTGAGE";6250;"735-739";20;19245;0;4;3,0792;0,2566;1;737
"34367";15000;15000;0,1171;"36 months";"debt_consolidation";0,207;"NY";"OWN";5416,67;"705-709";20;25464;0;4;4,70104326089645;0,391753605074705;1;707
"33046";9100;9100;0,0603;"36 months";"house";0,1466;"PA";"MORTGAGE";3500;"780-784";18;4315;1;11;1,23285714285714;0,102738095238095;1;782
"79981";12000;11950;0,1212;"36 months";"credit_card";0,2298;"NY";"RENT";5416,67;"690-694";7;13234;0;4;2,44319849649323;0,203599874707769;0,995833333333333;692
"63703";16250;16250;0,2328;"60 months";"other";0,1167;"CA";"OWN";4300;"660-664";10;16444;0;NA;3,82418604651163;0,318682170542636;1;662
"86783";25000;25000;0,1849;"60 months";"debt_consolidation";0,1008;"CA";"RENT";7666,67;"715-719";12;14631;2;3;1,90839047461284;0,15903253955107;1;717
"90684";30000;30000;0,1531;"36 months";"debt_consolidation";0,0725;"CA";"MORTGAGE";9000;"660-664";8;19430;0;9;2,15888888888889;0,179907407407407;1;662
"1316";4800;544,89;0,1159;"36 months";"credit_card";0,1319;"MD";"MORTGAGE";7083,33;"680-684";21;44198;0;11;6,23972058339792;0,51997671528316;0,11351875;682
"54430";3000;3000;0,1212;"36 months";"major_purchase";0,1493;"FL";"RENT";6333,33;"680-684";13;8682;0;4;1,37084282675938;0,114236902229949;1;682
"4691";17000;16650;0,1218;"36 months";"debt_consolidation";0,158;"GA";"MORTGAGE";5292;"715-719";9;21441;1;11;4,0515873015873;0,337632275132275;0,979411764705882;717
"8716";12000;12000;0,1756;"36 months";"debt_consolidation";0,2181;"TX";"MORTGAGE";5833,33;"680-684";10;11074;3;2;1,89840108480062;0,158200090400052;1;682
"88420";27575;27575;0,1905;"60 months";"home_improvement";0,1061;"MA";"MORTGAGE";13125;"670-674";16;25980;1;6;1,97942857142857;0,164952380952381;1;672
"73164";5000;5000;0,089;"36 months";"credit_card";0,2147;"CA";"RENT";3000;"715-719";4;12841;0;3;4,28033333333333;0,356694444444444;1;717
"59593";9000;9000;0,1311;"36 months";"debt_consolidation";0,1267;"IL";"RENT";3466,67;"680-684";13;11103;0;7;3,20278538193713;0,266898781828094;1;682
"12157";12000;11650;0,1323;"60 months";"car";0,2076;"FL";"MORTGAGE";5683;"730-734";15;21583;2;3;3,7978180538448;0,3164848378204;0,970833333333333;732
"57551";16500;16500;0,079;"36 months";"debt_consolidation";0,2723;"NY";"RENT";4583,33;"760-764";11;8176;1;1;1,78385584280425;0,148654653567021;1;762
"2768";18000;13003,66;0,1189;"36 months";"debt_consolidation";0,223;"OH";"MORTGAGE";6000;"745-749";16;23518;2;9;3,91966666666667;0,326638888888889;0,722425555555556;747
"34282";30000;29975;0,1864;"60 months";"debt_consolidation";0,0447;"CA";"MORTGAGE";5833,33;"720-724";7;9249;0;7;1,58554376316786;0,132128646930655;0,999166666666667;722
"55478";30000;29975;0,205;"60 months";"debt_consolidation";0,108;"NJ";"RENT";7083,33;"705-709";12;9121;0;11;1,28767119419821;0,107305932849851;0,999166666666667;707
"3362";10000;7945,17;0,1316;"36 months";"debt_consolidation";0,2447;"MN";"RENT";3583,33;"680-684";16;10193;0;2;2,84456078563794;0,237046732136495;0,794517;682
"88001";12000;12000;0,158;"36 months";"credit_card";0,0933;"TX";"MORTGAGE";10000;"675-679";11;22312;1;11;2,2312;0,185933333333333;1;677
"74388";10000;10000;0,1016;"36 months";"other";0,1311;"NY";"RENT";4285,5;"710-714";17;11724;0;0;2,73573678683934;0,227978065569945;1;712
"46215";3800;3800;0,1465;"36 months";"debt_consolidation";0,2258;"CA";"RENT";3666,67;"670-674";11;13883;1;0;3,78626928520974;0,315522440434145;1;672
"98493";18775;18775;0,1016;"36 months";"debt_consolidation";0,2533;"AZ";"MORTGAGE";5850;"715-719";20;27573;0;3;4,71333333333333;0,392777777777778;1;717
"79371";7200;7200;0,1727;"36 months";"debt_consolidation";0,2048;"CA";"RENT";2500;"670-674";14;4539;1;0;1,8156;0,1513;1;672
"31004";25450;25425;0,1399;"60 months";"credit_card";0,2638;"NC";"RENT";4416,67;"720-724";13;31828;2;3;7,20633418389873;0,600527848658227;0,99901768172888;722
"14434";6000;5975;0,1112;"36 months";"small_business";0,2059;"NY";"OWN";5750;"705-709";18;21440;0;11;3,72869565217391;0,310724637681159;0,995833333333333;707
"28732";8000;8000;0,0599;"36 months";"home_improvement";0,0959;"OH";"MORTGAGE";7250;"760-764";6;4938;0;11;0,681103448275862;0,0567586206896552;1;762
"41109";10000;10000;0,1427;"36 months";"debt_consolidation";0,1661;"OH";"MORTGAGE";4083,33;"675-679";15;6418;2;6;1,57175638510725;0,130979698758938;1;677
"41813";4800;4800;0,1465;"60 months";"other";0,2238;"CO";"RENT";3333;"695-699";7;4147;2;3;1,24422442244224;0,103685368536854;1;697
"75793";7000;7000;0,1212;"36 months";"debt_consolidation";0,1249;"MA";"RENT";5166,67;"675-679";12;10513;0;6;2,03477288079169;0,169564406732641;1;677
"87367";9975;9975;0,079;"36 months";"debt_consolidation";0,0713;"OH";"MORTGAGE";5000;"720-724";17;9773;2;5;1,9546;0,162883333333333;1;722
"59735";30075;30050;0,2295;"60 months";"debt_consolidation";0,2154;"WI";"MORTGAGE";5083,33;"680-684";17;20976;1;4;4,12642893536324;0,343869077946936;0,999168744804655;682
"28642";10000;10000;0,1059;"36 months";"major_purchase";0,1708;"KY";"MORTGAGE";8333,33;"710-714";9;92399;0;11;11,0878844351538;0,923990369596148;1;712
"80359";30000;30000;0,1212;"60 months";"debt_consolidation";0,1097;"MA";"MORTGAGE";5833,33;"750-754";8;10787;0;11;1,84920105668632;0,154100088057193;1;752
"96479";16000;16000;0,1727;"60 months";"debt_consolidation";0,0844;"NY";"RENT";4666,67;"695-699";9;15200;0;11;3,25714053061391;0,271428377551159;1;697
"66710";21200;21175;0,1849;"36 months";"credit_card";0,3062;"CA";"RENT";4500;"675-679";15;17250;0;11;3,83333333333333;0,319444444444444;0,998820754716981;677
"12150";6500;6500;0,0751;"36 months";"other";0,015;"KY";"MORTGAGE";3208,33;"805-809";5;269;0;11;0,0838442429550576;0,0069870202462548;1;807
"59160";19000;19000;0,0976;"36 months";"debt_consolidation";0,1643;"FL";"RENT";3833,33;"725-729";10;22033;1;7;5,74774412847316;0,478978677372763;1;727
"2148";6500;5329,76;0,1189;"36 months";"debt_consolidation";0,0857;"NJ";"RENT";1750;"720-724";8;9317;1;6;5,324;0,443666666666667;0,819963076923077;722
"100595";1500;1500;0,2149;"36 months";"other";0,1359;"TX";"RENT";3583,33;"685-689";7;4747;1;0;1,32474541836783;0,110395451530653;1;687
"74460";24000;24000;0,2363;"60 months";"debt_consolidation";0,2507;"OK";"MORTGAGE";11666,67;"660-664";21;9733;3;11;0,834256904498027;0,0695214087081689;1;662
"81422";20000;20000;0,1875;"36 months";"debt_consolidation";0,1736;"CA";"RENT";8333,33;"675-679";9;31870;2;0;3,82440152976061;0,318700127480051;1;677
"39548";10000;10000;0,1349;"36 months";"credit_card";0,0588;"CA";"MORTGAGE";4166,67;"695-699";5;8899;2;11;2,13575829139337;0,177979857616114;1;697
"338";10000;6350;0,092;"36 months";"credit_card";0,0033;"NJ";"RENT";13750;"730-734";5;45;0;2;0,00327272727272727;0,000272727272727273;0,635;732
"71492";10000;10000;0,1114;"60 months";"debt_consolidation";0,1582;"WI";"RENT";3250;"795-799";5;11319;1;6;3,48276923076923;0,290230769230769;1;797
"39989";9000;9000;0,1991;"60 months";"debt_consolidation";0,1574;"SC";"MORTGAGE";4333,33;"670-674";9;5015;0;6;1,15730858254506;0,0964423818787553;1;672
"7558";4200;4200;0,1136;"36 months";"debt_consolidation";0,0749;"TX";"MORTGAGE";2750;"685-689";12;4898;1;5;1,78109090909091;0,148424242424242;1;687
"77844";6625;6625;0,1777;"36 months";"debt_consolidation";0,3343;"IL";"RENT";2916,67;"665-669";13;11369;0;1;3,89793840235611;0,324828200196343;1;667
"36497";15000;15000;0,1596;"36 months";"house";0,0432;"AL";"MORTGAGE";8833,33;"680-684";6;113;3;8;0,0127924576575312;0,0010660381381276;1;682
"33013";3825;3825;0,1427;"36 months";"debt_consolidation";0,2468;"CA";"RENT";2495,83;"670-674";8;4560;1;4;1,82704751525545;0,152253959604621;1;672
"15538";4200;4200;0,0925;"36 months";"home_improvement";0,1583;"WA";"MORTGAGE";7000;"700-704";8;7167;0;11;1,02385714285714;0,0853214285714286;1;702
"101027";17325;17325;0,089;"36 months";"credit_card";0,1828;"IL";"MORTGAGE";3333,33;"725-729";17;11327;0;9;3,3981033981034;0,283175283175283;1;727
"79542";25000;25000;0,1849;"60 months";"debt_consolidation";0,2756;"VA";"MORTGAGE";8606,56;"720-724";11;15210;3;5;1,76725660426465;0,147271383688721;1;722
"25800";8000;7925;0,1749;"36 months";"debt_consolidation";0,1872;"CA";"RENT";2083,33;"695-699";4;20802;0;11;9,98497597596156;0,83208133133013;0,990625;697
"87287";12000;12000;0,0662;"36 months";"debt_consolidation";0,1236;"NY";"RENT";4416,67;"765-769";12;4117;1;3;0,932150239886611;0,0776791866572176;1;767
"33228";5000;5000;0,0603;"36 months";"credit_card";0,1574;"TX";"RENT";3125;"765-769";11;4557;0;6;1,45824;0,12152;1;767
"27391";14000;14000;0,0999;"36 months";"debt_consolidation";0,1684;"MD";"RENT";4583,33;"750-754";4;25;0;2;0,00545454942149049;0,000454545785124207;1;752
"49367";30000;30000;0,2278;"36 months";"debt_consolidation";0,179;"IL";"RENT";8791,67;"660-664";13;28012;2;6;3,1861978440956;0,265516487007967;1;662
"93501";10750;10750;0,089;"36 months";"debt_consolidation";0,0604;"FL";"OWN";2750;"765-769";5;4693;0;5;1,70654545454545;0,142212121212121;1;767
"32119";24000;23772,15;0,1299;"60 months";"home_improvement";0,1554;"NC";"MORTGAGE";8333,33;"740-744";24;56984;0;NA;6,83808273523309;0,569840227936091;0,99050625;742
"70177";10000;10000;0,1531;"36 months";"debt_consolidation";0,1998;"OK";"MORTGAGE";6041,67;"670-674";7;6458;0;1;1,06890975508427;0,0890758129236894;1;672
"77324";16550;16550;0,1727;"36 months";"debt_consolidation";0,3256;"MN";"MORTGAGE";4333,33;"675-679";15;12163;1;11;2,80684831296024;0,23390402608002;1;677
"31805";3300;3300;0,0599;"36 months";"home_improvement";0,1104;"NC";"MORTGAGE";2500;"740-744";9;11144;0;2;4,4576;0,371466666666667;1;742
"84318";8000;8000;0,1409;"36 months";"debt_consolidation";0,21;"NJ";"OWN";3500;"675-679";12;7498;0;1;2,14228571428571;0,17852380952381;1;677
"27415";35000;32117;0,1689;"60 months";"debt_consolidation";0,1684;"LA";"RENT";5416,67;"745-749";5;39934;0;1;7,37242623235309;0,614368852696091;0,917628571428571;747
"40866";14000;14000;0,1065;"36 months";"debt_consolidation";0,2453;"WA";"RENT";3200;"720-724";7;21214;1;5;6,629375;0,552447916666667;1;722
"91596";18000;18000;0,089;"60 months";"debt_consolidation";0,053;"OK";"MORTGAGE";8333,33;"755-759";8;5211;1;6;0,6253202501281;0,0521100208440083;1;757
"25235";10000;9999,71;0,1349;"60 months";"other";0,178;"IL";"RENT";2500;"720-724";8;3822;2;8;1,5288;0,1274;0,999971;722
"32747";3600;3600;0,1677;"36 months";"vacation";0,1345;"NY";"RENT";8750;"670-674";8;51176;1;1;5,84868571428571;0,487390476190476;1;672
"17370";12000;10928,83;0,0579;"36 months";"home_improvement";0,0225;"GA";"MORTGAGE";8000;"765-769";12;5193;0;2;0,649125;0,05409375;0,910735833333333;767
"71470";4200;4200;0,2049;"60 months";"other";0,288;"NV";"RENT";3166,67;"660-664";16;7728;3;1;2,44041848377002;0,203368206980835;1;662
"5062";4200;4200;0,1461;"36 months";"educational";0,1528;"CA";"RENT";6333,33;"665-669";11;15578;0;1;2,45968550509763;0,20497379209147;1;667
"28205";11200;11200;0,2174;"60 months";"debt_consolidation";0,063;"NY";"RENT";5583,33;"660-664";12;7952;2;11;1,42423965626248;0,118686638021873;1;662
"28976";15000;15000;0,1599;"36 months";"debt_consolidation";0,0768;"VA";"RENT";4583;"675-679";10;15821;0;2;3,45210560768056;0,287675467306713;1;677
"25084";12100;12100;0,1199;"36 months";"small_business";0,2478;"TX";"RENT";8750;"755-759";10;1642;1;1;0,187657142857143;0,0156380952380952;1;757
"14156";14000;13975;0,1398;"60 months";"vacation";0,102;"GA";"RENT";3145,83;"715-719";8;3449;0;0;1,09637202264585;0,0913643352204876;0,998214285714286;717
"25665";4900;4900;0,0599;"36 months";"home_improvement";0,0664;"VA";"MORTGAGE";2666,67;"770-774";5;3455;1;4;1,29562338047077;0,107968615039231;1;772
"83794";19200;19200;0,1212;"36 months";"credit_card";0,2958;"TX";"OWN";3583,33;"715-719";11;29797;0;8;8,31544959576707;0,692954132980589;1;717
"52698";8500;8500;0,0976;"36 months";"debt_consolidation";0,0658;"CA";"MORTGAGE";5333,33;"705-709";10;3432;0;11;0,643500402187751;0,0536250335156459;1;707
"7255";12000;11875;0,0788;"36 months";"educational";0,1479;"CA";"RENT";3333,33;"760-764";8;1357;0;2;0,407100407100407;0,0339250339250339;0,989583333333333;762
"44426";21000;21000;0,1922;"60 months";"credit_card";0,1387;"IL";"MORTGAGE";6000;"680-684";10;17008;1;11;2,83466666666667;0,236222222222222;1;682
"24464";35000;24868,47;0,1799;"60 months";"home_improvement";0,0639;"NH";"MORTGAGE";14000;"715-719";7;3936;0;11;0,281142857142857;0,0234285714285714;0,710527714285714;717
"86039";10000;10000;0,1212;"36 months";"credit_card";0,156;"MI";"OWN";3833,33;"685-689";6;4734;0;11;1,2349575956153;0,102913132967942;1;687
"23944";10000;9975;0,1799;"60 months";"car";0,0893;"CA";"RENT";4300;"685-689";4;37;1;11;0,0086046511627907;0,000717054263565892;0,9975;687
"86982";12000;12000;0,1849;"36 months";"debt_consolidation";0,0944;"CA";"OWN";5746;"660-664";12;9561;0;4;1,66394013226592;0,138661677688827;1;662
"28231";12000;10325;0,1199;"60 months";"debt_consolidation";0,0679;"CA";"RENT";4166,67;"720-724";11;5934;0;4;1,42415886067291;0,118679905056076;0,860416666666667;722
"13795";4000;3945,6;0,0676;"36 months";"moving";0,2352;"KY";"RENT";3350;"755-759";6;627;1;1;0,187164179104478;0,0155970149253731;0,9864;757
"70193";20000;20000;0,1972;"60 months";"debt_consolidation";0,2478;"GA";"MORTGAGE";5416,67;"675-679";12;33166;0;11;6,12295007818457;0,510245839848714;1;677
"47862";24375;24375;0,1399;"36 months";"debt_consolidation";0,1364;"PA";"MORTGAGE";11500;"695-699";16;35461;0;11;3,0835652173913;0,256963768115942;1;697
"1336";7500;4538,17;0,0907;"36 months";"other";0,0486;"FL";"RENT";5000;"750-754";10;8575;1;8;1,715;0,142916666666667;0,605089333333333;752
"51954";9550;9550;0,1074;"36 months";"debt_consolidation";0,1433;"AL";"MORTGAGE";4000;"700-704";8;9128;0;3;2,282;0,190166666666667;1;702
"49851";25000;24975;0,205;"60 months";"debt_consolidation";0,0959;"OH";"RENT";5077,58;"690-694";6;17946;0;11;3,53436085694366;0,294530071411972;0,999;692
"5468";3600;3600;0,1287;"36 months";"debt_consolidation";0,0158;"NJ";"MORTGAGE";6333;"690-694";6;12135;3;0;1,9161534817622;0,159679456813517;1;692
"21651";10000;10000;0,1111;"36 months";"debt_consolidation";0,2015;"NH";"RENT";6083,33;"700-704";3;924;0;0;0,151890494186572;0,0126575411822143;1;702
"59355";20000;20000;0,0662;"36 months";"debt_consolidation";0,1112;"CA";"RENT";10333,33;"790-794";8;12632;0;6;1,22245200724258;0,101871000603549;1;792
"52708";35000;35000;0,1074;"36 months";"home_improvement";0,093;"PA";"MORTGAGE";8300;"740-744";7;4421;1;11;0,532650602409639;0,0443875502008032;1;742
"45529";12000;12000;0,1212;"36 months";"credit_card";0,0724;"NY";"MORTGAGE";10416,67;"710-714";10;31489;1;2;3,02294303265823;0,251911919388186;1;712
"102356";5600;2025,01;0,1482;"36 months";"other";0,206;"CA";"RENT";6083,33;"655-659";7;2166;2;2;0,356054989619172;0,029671249134931;0,361608928571429;657
"60190";20000;20000;0,079;"36 months";"debt_consolidation";0,0838;"CO";"MORTGAGE";15000;"750-754";11;14621;2;1;0,974733333333333;0,0812277777777778;1;752
"91073";18000;18000;0,1016;"36 months";"debt_consolidation";0,2608;"SC";"MORTGAGE";5925;"710-714";14;23378;0;11;3,94565400843882;0,328804500703235;1;712
"13378";8000;7575;0,0751;"36 months";"debt_consolidation";0,044;"TX";"MORTGAGE";2430;"765-769";5;2783;0;2;1,14526748971193;0,0954389574759945;0,946875;767
"52665";4000;4000;0,0976;"36 months";"debt_consolidation";0,1589;"CA";"MORTGAGE";4166,67;"705-709";17;13745;1;11;3,29879736096211;0,274899780080176;1;707
"33010";6000;5975;0,079;"36 months";"small_business";0,1886;"PA";"RENT";2100;"715-719";9;4847;0;3;2,30809523809524;0,19234126984127;0,995833333333333;717
"60968";15000;15000;0,1777;"36 months";"debt_consolidation";0,1334;"FL";"MORTGAGE";4333,33;"670-674";9;17264;0;11;3,98400306461774;0,332000255384812;1;672
"58987";20950;20950;0,1367;"60 months";"major_purchase";0,089;"IL";"RENT";6666,67;"745-749";7;5680;1;1;0,851999574000213;0,0709999645000177;1;747
"50673";10625;10625;0,079;"36 months";"debt_consolidation";0,2235;"OR";"MORTGAGE";3333,33;"725-729";15;15946;0;11;4,78380478380478;0,398650398650399;1;727
"68284";9000;9000;0,1016;"60 months";"other";0,1477;"AZ";"RENT";3500;"755-759";5;3135;0;2;0,895714285714286;0,0746428571428571;1;757
"4211";20000;11800;0,1148;"36 months";"debt_consolidation";0,2352;"AL";"MORTGAGE";4166,67;"745-749";11;24123;1;0;5,7895153683877;0,482459614032309;0,59;747
"82804";25800;25800;0,1311;"36 months";"credit_card";0,1899;"VT";"RENT";4833,33;"715-719";7;31427;0;4;6,50214241527063;0,541845201272553;1;717
"42421";10000;10000;0,0662;"36 months";"debt_consolidation";0,1145;"CA";"OWN";4166,67;"760-764";20;10385;1;6;2,49239800608159;0,207699833840133;1;762
"3025";12000;7595,31;0,1158;"36 months";"small_business";0,1107;"CT";"RENT";3333,33;"715-719";7;17495;0;1;5,24850524850525;0,437375437375437;0,6329425;717
"65055";18650;18650;0,2049;"36 months";"debt_consolidation";0,2007;"OH";"MORTGAGE";4833,33;"660-664";12;17740;0;11;3,67034735886025;0,305862279905021;1;662
"76355";10000;10000;0,1212;"36 months";"credit_card";0,1693;"CO";"MORTGAGE";3816,67;"710-714";8;10830;2;7;2,83755210694139;0,236462675578449;1;712
"33155";14000;14000;0,1677;"36 months";"credit_card";0,0967;"FL";"MORTGAGE";12083,33;"670-674";13;28318;0;0;2,34355926718876;0,195296605599064;1;672
"72641";14000;14000;0,1409;"36 months";"small_business";0,275;"CA";"RENT";9166,67;"695-699";17;18813;3;8;2,05232652642672;0,17102721053556;1;697
"104001";14400;13714,83;0,1756;"60 months";"debt_consolidation";0,0706;"NY";"RENT";5000;"670-674";6;715;4;3;0,143;0,0119166666666667;0,95241875;672
"69437";8000;8000;0,1433;"36 months";"debt_consolidation";0,1474;"CA";"RENT";3108;"690-694";3;3072;0;8;0,988416988416988;0,0823680823680824;1;692
"5511";12000;11925;0,1183;"36 months";"moving";0,1588;"VA";"RENT";10250;"720-724";15;46336;2;5;4,52058536585366;0,376715447154472;0,99375;722
"62057";24375;24375;0,1311;"36 months";"debt_consolidation";0,1086;"NV";"OWN";10416,67;"705-709";11;19981;0;6;1,91817538618388;0,159847948848656;1;707
"33008";3500;3500;0,079;"36 months";"other";0,2204;"VA";"MORTGAGE";7247;"710-714";11;9592;0;0;1,32358217193321;0,110298514327768;1;712
"45527";7900;7900;0,1367;"36 months";"debt_consolidation";0,084;"CA";"RENT";3000;"675-679";5;8990;0;2;2,99666666666667;0,249722222222222;1;677
"78288";10000;10000;0,1212;"36 months";"debt_consolidation";0,1962;"CA";"RENT";3640;"695-699";11;13124;0;11;3,60549450549451;0,300457875457875;1;697
"32628";10400;10375;0,1758;"60 months";"small_business";0,0893;"CA";"RENT";7110,42;"725-729";8;856;0;11;0,120386700082414;0,0100322250068679;0,997596153846154;727
"9708";7500;7450;0,0714;"36 months";"debt_consolidation";0,0861;"KY";"MORTGAGE";2916,67;"755-759";6;7962;0;2;2,72982545162806;0,227485454302338;0,993333333333333;757
"66199";18800;18800;0,1433;"60 months";"debt_consolidation";0,3096;"AL";"RENT";5000;"720-724";13;16397;0;8;3,2794;0,273283333333333;1;722
"62657";21000;21000;0,1311;"36 months";"debt_consolidation";0,1844;"VA";"MORTGAGE";7916,67;"695-699";10;9734;0;7;1,22955737702847;0,102463114752373;1;697
"54961";8500;8500;0,0662;"36 months";"car";0,0724;"CA";"OWN";6300;"750-754";13;9769;1;5;1,55063492063492;0,129219576719577;1;752
"41326";13200;13200;0,1171;"36 months";"credit_card";0,1574;"NY";"RENT";3791,67;"705-709";10;16187;1;5;4,26909514804822;0,355757929004018;1;707
"57425";3000;3000;0,1999;"60 months";"other";0,1963;"VA";"MORTGAGE";4416,67;"710-714";4;0;1;5;0;0;1;712
"85229";19200;19200;0,2247;"60 months";"credit_card";0,1039;"AZ";"RENT";5666,67;"670-674";5;17783;0;0;3,13817462460316;0,261514552050263;1;672
"36931";13600;13600;0,1864;"60 months";"credit_card";0,1285;"MN";"RENT";5651,33;"675-679";13;24383;0;11;4,31455958154983;0,359546631795819;1;677
"12114";6000;6000;0,0788;"36 months";"vacation";0,096;"PA";"MORTGAGE";5500;"730-734";6;790;1;3;0,143636363636364;0,011969696969697;1;732
"57120";22000;22000;0,1465;"60 months";"debt_consolidation";0,2926;"NC";"MORTGAGE";3912;"705-709";8;21633;0;11;5,52990797546012;0,460825664621677;1;707
"85883";12000;12000;0,1531;"36 months";"debt_consolidation";0,138;"TX";"MORTGAGE";3333,33;"665-669";10;16181;0;11;4,85430485430485;0,404525404525405;1;667
"28326";5000;5000;0,1839;"36 months";"vacation";0,1371;"NJ";"RENT";8125;"675-679";5;29602;0;11;3,64332307692308;0,303610256410256;1;677
"74206";31050;30750;0,079;"36 months";"debt_consolidation";0,1882;"GA";"MORTGAGE";6500;"770-774";15;71549;0;9;11,0075384615385;0,917294871794872;0,990338164251208;772
"43999";10000;10000;0,079;"36 months";"major_purchase";0,128;"NJ";"RENT";6666,67;"730-734";11;9261;0;1;1,38914930542535;0,115762442118779;1;732
"87114";10000;10000;0,1409;"36 months";"debt_consolidation";0,2145;"CA";"RENT";3750;"700-704";4;18621;0;11;4,9656;0,4138;1;702
"41413";13250;13250;0,079;"36 months";"debt_consolidation";0,2264;"CO";"RENT";2500;"740-744";7;12957;0;0;5,1828;0,4319;1;742
"43623";5000;5000;0,1427;"36 months";"debt_consolidation";0,1841;"CA";"RENT";5208,33;"695-699";9;18055;1;9;3,46656221859982;0,288880184883318;1;697
"89511";14675;14675;0,1311;"36 months";"debt_consolidation";0,2474;"TX";"RENT";3166,67;"710-714";14;5727;0;0;1,80852441207957;0,150710367673297;1;712
"22315";7000;6875;0,1;"36 months";"home_improvement";0,0168;"CO";"RENT";2375;"745-749";3;922;0;0;0,388210526315789;0,0323508771929825;0,982142857142857;747
"100288";6000;6000;0,1777;"36 months";"credit_card";0,3276;"MI";"OWN";1666,67;"665-669";12;15055;2;0;9,03298193403613;0,752748494503011;1;667
"43260";20000;20000;0,1269;"60 months";"debt_consolidation";0,1796;"RI";"MORTGAGE";4500;"735-739";13;22946;1;11;5,09911111111111;0,424925925925926;1;737
"76173";7000;7000;0,1212;"36 months";"debt_consolidation";0,3179;"SC";"MORTGAGE";3916,67;"695-699";9;11648;3;11;2,97395491578305;0,247829576315254;1;697
"88026";1500;1500;0,1212;"36 months";"other";0,1537;"CA";"RENT";3625;"695-699";9;11346;1;5;3,12993103448276;0,260827586206897;1;697
"83857";35000;35000;0,1849;"36 months";"debt_consolidation";0,1633;"NY";"RENT";11000;"705-709";15;13766;1;NA;1,25145454545455;0,104287878787879;1;707
"46337";20000;20000;0,1825;"60 months";"credit_card";0,129;"PA";"OWN";6666,67;"695-699";17;8039;1;6;1,2058493970753;0,100487449756275;1;697
"34144";21000;21000;0,1427;"60 months";"debt_consolidation";0,1127;"GA";"MORTGAGE";5333,33;"710-714";8;19431;0;8;3,64331477707174;0,303609564755978;1;712
